LOCATION,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,POPULATION
"Lucan, Dublin",1214.85,1097.51,980.42,946.88,947.14,967.97,1020.59,1112.82,1197.6,1282.88,1477.29,22818
"Lusk, Dublin",1156.62,1031.33,900.89,871.25,877.03,878.75,940.68,1022.56,1094.38,1166.33,1246.07,22211
"Monkstown, Dublin",1349.59,1245.1,1205.68,1259.55,1283.02,1214.11,1325,1435.62,1517.94,1678.05,1768.35,20568
"Stillorgan, Dublin",1643.85,1501.68,1348.45,1277.61,1325.73,1395.73,1483.6,1604.92,1765.6,1856.36,1948.09,20246
"Swords, Dublin",1217.62,1103.24,986.71,961.55,980.23,988.88,1047.18,1144.4,1225.65,1312.52,1395.12,64487
Dublin 1,1252.47,1137.58,1029.32,927.41,918.43,997.61,1083.15,1173.47,1149.07,1224.92,1338.96,26263
Dublin 3,1329.39,1192.55,1051.13,1005.24,1010.28,1038.97,1139.37,1248.14,1321.93,1430.09,1541.96,8408
"Clontarf, Dublin 3",1514.37,1393.9,1221.55,1177.4,1155.17,1176.29,1350.79,1425.72,1548.83,1704.64,1820.21,23182
"Fairview, Dublin 3",1268.62,1168.33,1057.62,1070.52,1091.18,1192.08,1293.27,1370.9,1440.26,1538.68,1607.89,11908
Dublin 4,1680.22,1545.21,1419.16,1412.77,1435.14,1490.11,1625.04,1741.87,1826.35,1908.86,2053.39,15119
"Donnybrook, Dublin 4",1658.06,1517.55,1399.36,1387.41,1381.65,1497.87,1708.41,1750.72,1821.14,1938.82,2079.03,7929
"Ringsend, Dublin 4",1374.96,1244.83,1148.05,1123.07,1116.58,1188.23,1337.61,1452.59,1510.54,1618.71,1829.01,11368
"Sandymount, Dublin 4",1749.39,1569.6,1434.75,1450.68,1491.28,1552.12,1638.5,1759.25,1895.08,1941.57,2065.38,87528
"Artane, Dublin 5",1282.08,1213.47,1081.84,1010.68,1034.37,1055.08,1102.07,1154.63,1206.33,1354.58,1463.55,9291
"Raheny, Dublin 5",1337.39,1233.42,1115.81,1070.1,1080.42,1100.26,1151.85,1239.58,1306.7,1370.86,1465.7,28521
Dublin 6,1574.13,1500.16,1387.6,1345.83,1332.91,1356.49,1450.63,1529.12,1598.38,1681.54,1799.64,5061
"Harolds Cross, Dublin 6",1398.05,1304.95,1153.68,1068.71,1103.14,1187.76,1305.13,1375.97,1437.94,1512.61,1661.15,22957
"Milltown, Dublin 6",1634,1483.44,1340,1272.21,1321.5,1401.15,1556.06,1693.6,1820.24,1993.12,2077.82,10752
"Ranelagh, Dublin 6",1721.45,1671.8,1564.88,1506.75,1484.07,1462.94,1538.96,1655.23,1707.13,1805.32,1947.96,10946
"Rathgar, Dublin 6",1652.98,1529.58,1340.52,1262.39,1235.36,1318.43,1471.81,1568.07,1579.62,1648.7,1771.5,47829
"Rathmines, Dublin 6",1381.62,1368.57,1331.73,1315.7,1290.73,1329,1312.26,1293.32,1419.09,1521.93,1626.86,10961
Dublin 6W,1455.95,1315.53,1204.15,1181.12,1182.54,1248.61,1313.92,1436.98,1495.76,1565.03,1647.73,26731
"Harolds Cross, Dublin 6W",1442.25,1281.05,1197.88,1175.03,1182.71,1266.46,1386.7,1483.17,1529.13,1640.17,1616.1,10137
"Phibsboro, Dublin 7",1126.67,1147.51,1091.91,1010.45,1038.19,1060.23,1166.49,1233.98,1309.91,1327.56,1380.05,8335
Dublin 8,1326.35,1186.36,1066.06,1044.13,1053.64,1093.18,1171.98,1276.27,1358.92,1463.5,1564.32,72303
"Inchicore, Dublin 8",1240.37,1109.56,931.38,931.09,924.1,931.53,1024.59,1125.08,1235.91,1348.63,1408.26,36174
"Kilmainham , Dublin 8",1332.84,1181.01,1030.69,1045.39,1080.05,1109.13,1201.87,1285.69,1399.18,1479.47,1566.22,36822
"Portobello, Dublin 8",1465.67,1385.61,1305.57,1282.76,1245.3,1281.01,1471.51,1550.28,1718.07,1823.14,1891.25,42807
"Rialto, Dublin 8",1313.17,1169.29,957.73,956.04,1027.06,1046.83,1043.01,1159.27,1216.48,1311.52,1405.02,31116
"South Circular Road, Dublin 8",1383.46,1255.85,1236,1143.64,1068.58,1208.66,1228.71,1402.07,1507.94,1629.43,1607.57,15477
Dublin 9,1349.15,1214.63,1092.21,1079.76,1117.5,1201.87,1262.78,1356.85,1369.4,1430.09,1558.28,11100
"Drumcondra, Dublin 9",1423.51,1285.15,1137.72,1135.37,1191.01,1274.38,1334.06,1437.18,1456.65,1519.28,1676.97,5843
"Glasnevin, Dublin 9",1315.6,1183.04,1119.01,1055.25,1171.75,1294.05,1293.94,1392.2,1487.47,1505.04,1587.26,18539
Dublin 10,1105.42,1029.82,951.2,894.33,881.29,917.38,929.61,975,1062.53,1174.25,1287.76,26419
"Ballyfermot, Dublin 10",1134.51,1028.09,959.22,936.3,922.61,932.36,945.21,987.24,1039.5,1164.03,1285.4,12207
Dublin 11,1225.05,1107.46,1011.42,964.53,966.45,968.5,1024.59,1112.16,1182.55,1228.04,1334.5,13200
"Finglas, Dublin 11",1213.96,1078.08,988.09,941.03,929.82,937.08,985.08,1070.57,1144.66,1200.07,1318.76,22251
"Glasnevin, Dublin 11",1238.61,1182.01,1106.21,1032.65,1138.22,1145.8,1164.88,1272.5,1381.81,1340.04,1426.26,21709
"Crumlin, Dublin 12",1230.78,1122.64,976.01,959.01,955.36,941.9,1015.61,1126.89,1218.7,1248.86,1340.72,20120
"Kimmage, Dublin 12",1372.71,1223.99,1086.12,1067.3,1085.92,1108.14,1151.86,1293.73,1385.77,1438.05,1513.32,19982
"Walkinstown, Dublin 12",1272.12,1154.7,1048.82,1023.1,1002.69,1027.44,1069.46,1178.9,1233.74,1341.76,1446.45,63194
Dublin 13,1344.56,1203.39,1050.56,1062.49,1091.55,1129.54,1167.47,1265.53,1423.93,1558.25,1655.62,25591
"Sutton, Dublin 13",1306.97,1161.38,984.98,1004,1067.26,1060.08,1108.16,1280.66,1301.24,1396.6,1568.93,8258
Dublin 14,1528.75,1413.61,1277.12,1250.21,1268.05,1328.28,1424.31,1539.84,1622.98,1714.09,1849.04,22824
"Clonskeagh, Dublin 14",1681.62,1527.82,1426.51,1431.15,1477.59,1490.34,1636,1878.15,1875.67,1843.39,2042.81,11685
"Dundrum, Dublin 14",1552.62,1415.68,1264.57,1227.28,1214.53,1252.66,1385.85,1467.07,1611,1775.47,1876.53,14868
Dublin 15,1220.11,1117.99,1006.21,969.58,955.82,965.11,1021.84,1117.22,1197,1290.48,1385.28,7801
"Blanchardstown, Dublin 15",1173.68,1096.4,971.95,921.32,872.5,854.95,897.07,1019.13,1112.85,1203.15,1276.28,11082
"Castleknock, Dublin 15",1269.98,1165.61,1049.83,1035.29,1033.33,1077.36,1136.78,1217.04,1297.78,1432.08,1558.69,85847
"Clonsilla, Dublin 15",1143.95,1045,951.48,921.78,910.18,911.24,976.35,1061.69,1152.9,1253.01,1341.31,9121
"Ongar, Dublin 15",1244.5,1183.45,1017.11,945.74,947.59,996.23,1064.09,1139.56,1252.96,1361.02,1427.41,28003
"Tyrrelstown, Dublin 15",1365.45,1149.02,1041.71,1005.33,972.98,982.03,1037.7,1138.68,1222.1,1299.85,1369.98,4923
Dublin 16,1406.61,1295.75,1153.15,1107.5,1097.45,1126.01,1270.5,1405.13,1444.64,1538.85,1779.45,22499
"Rathfarnham, Dublin 16",1380.88,1265.68,1143.16,1045,1045,1060.12,1227.56,1395.97,1456.89,1555.77,1703.11,10543
Dublin 17,1510.22,1348.48,1147.62,1031.63,984,966.91,990.98,1022.29,1080.56,1189.28,1346.62,10758
Dublin 18,1539.57,1426.54,1336.41,1305.2,1287,1365.91,1432.43,1483.68,1610.44,1733.56,1830.02,47028
Dublin 20,1187.27,1092.32,991.44,958.48,960.07,1018.7,1072.28,1154.86,1252.72,1327.76,1417.85,10776
"Clondalkin, Dublin 22",1144.57,1063.01,961.7,915.59,913.42,932.08,972.3,1023.55,1092.74,1163.55,1237.09,26270
Dublin 24,1232.24,1121.17,1007.76,967.55,958.12,957.94,1005.51,1094.67,1184.22,1235.08,1311.02,9982
"Tallaght, Dublin 24",1208.6,1098.22,987.19,949.38,938.21,933.53,980.44,1063.92,1146,1202.24,1284.02,34224
Galway,918.22,842.91,775.66,763.46,759.8,774.48,812.36,856.14,927.12,982.02,1023.11,803
Galway City,1001.03,920.51,865.55,844.31,833.21,854.47,903.91,941.4,1019.29,1087.74,1137.68,17623
"Doughiska, Galway",892.2,819.96,737.28,749.08,758.13,758.94,771.74,839.05,927.18,964.74,1024.94,6901
"Oranmore, Galway",833.83,769.4,703.55,697.41,675.81,693.73,737.66,792.27,863.79,902.81,964.14,3641
"Tuam, Galway",608.25,596.7,554.82,503.5,469.62,460.12,476.78,510.29,543.88,570.26,673.62,4178
Kerry,693.11,647.12,588.06,572.83,554.43,520.13,521.88,533.32,563.65,587.33,628.59,2903
"Killarney, Kerry",782.15,723.58,649.09,617.96,593.82,592.23,615.52,640.93,708.15,726.14,741.24,2635
"Tralee, Kerry",694.46,659.59,617.42,622.46,599.54,533.55,524.5,536.5,551.74,564.1,625.15,1153
Kildare,1017.18,930.54,818.4,787.3,774.83,788.45,838.97,896.88,959.99,1037.07,1104.31,958
"Athy, Kildare",750.39,667.83,619.09,593.97,550.54,546.43,548.24,582.46,653.91,726.83,791.51,536
"Celbridge, Kildare",1094.33,995.99,895.71,871.14,862.27,877.06,956.54,1014.64,1051.7,1139.18,1214.14,1741
"Maynooth, Kildare",1192.42,1175.14,999.55,965.28,978.54,988.39,1066.63,1189.94,1224.92,1337.54,1404.88,2370
"Naas, Kildare",1055.85,930.82,811.98,763.3,752.08,776.2,812.6,891.82,998.43,1008.32,1081.16,920
"Newbridge, Kildare",935.91,854.97,760.22,710.53,685,687.27,717.87,741.5,800.07,863.3,935.03,1148
Kilkenny,766.68,705.16,625.59,586.15,576.11,580.36,602.34,629.79,668.39,703.49,760.06,2210
Kilkenny City,778.54,713,628.49,601.49,589.09,588.16,619.47,649.54,693.17,724.36,772.35,2127
Laois,676.73,596.37,525.78,507.85,496.77,489.43,514.74,563.32,610.72,660.32,733.33,16093
"Portlaoise, Laois",685.23,605.41,530.45,524.47,514.37,502.67,531.64,591.61,642.54,689.6,772.41,1541
Leitrim,518.95,463.39,400.12,368.41,356.39,360.84,366.64,382.08,407.82,448.67,469.53,6869
Limerick,824.81,764.5,713.9,701.47,654.46,622.21,641.88,668.73,706.67,769.69,863.64,1714
Limerick City,843.19,772.71,696.84,688.88,654.24,619.35,628.58,654.85,707.85,805.04,882.49,5155
"Castletroy, Limerick",1045.63,994.39,1060.72,1053.75,851.96,730.82,799.43,858.7,859.81,970.94,1115.05,1920
"Dooradoyle, Limerick",847.79,773.93,714.6,703.02,695.19,679.91,701.66,725.34,793.58,864.85,950.54,2125
Louth,769.12,713.5,643.85,614.31,594.1,593.91,612.6,665.24,746.96,826.18,899.77,1286
"Drogheda, Louth",826.32,755.44,671.83,642.04,626.38,627.01,652.49,710.08,790.98,898.22,958.06,2009
"Dundalk, Louth",696.76,666.99,619.55,591.49,567.72,567.78,583.46,627.58,709.91,774.24,850.65,818
Mayo,632.45,605.86,571.19,547.57,516.61,496.85,489.8,501.04,531.34,559.47,595.88,1191
"Ballina, Mayo",587.2,582.75,574.78,561.96,526.86,519.08,499.23,505.71,532.1,544.17,568.43,1629
"Castlebar, Mayo",676.92,645.86,562.85,523.18,512.56,496.38,487.56,495.63,520.37,543.24,606.88,760
"Westport, Mayo",665.75,639.12,633.09,616.97,582.48,558.37,556.4,594.07,641.73,668.68,681.75,869
Meath,896.12,801.05,727.66,698.83,698.32,693.45,724.42,795.59,876.12,981.78,1059.26,6582
"Ashbourne, Meath",1143.75,1006.73,910.45,866.38,863.83,877.95,940.15,1030.62,1130.14,1219.18,1253.8,3058
"Navan, Meath",822.3,749.87,685.38,647.04,619.63,617.75,646.98,710.11,781.51,878.11,984.65,1184
"Trim, Meath",808.38,760.3,703.33,629.69,646.4,673.21,694.75,736.09,821.18,931.39,1032.58,1874
Monaghan,615.75,558.52,515.89,494.77,470.89,473.62,475.11,488.86,517.45,547.81,583.45,395
Offaly,706.05,634.86,575.95,539.13,523.67,521.42,531.27,558.16,586.48,627.53,673.8,1579
"Tullamore, Offaly",739.73,657.15,597.3,564.39,542.74,543.04,560.18,595.47,624.39,666.41,725.42,770
Roscommon,624.31,559.27,486.83,470.73,460.27,454.57,447.69,457.21,484.52,528.14,592.77,780
"Athlone, Roscommon",690.73,655.17,598.67,578.5,565.6,560.83,568.97,603.7,643.57,696.58,769.03,3687
Sligo,694.69,641.46,627.24,582.22,616.73,585.78,586.45,574.14,620.42,647.39,695.35,921
Tipperary,639.68,600.17,566.84,553.6,525.12,509.66,510.62,524.61,550.21,574.69,604.48,1977
"Cahir, Tipperary",676.06,616.93,581.85,559.31,524.65,542.95,525.48,538.03,528.8,566.37,615.63,789
"Clonmel, Tipperary",711.65,665.55,647.93,630.44,597.09,557.06,548.62,572.09,616,635.43,656.14,148617
"Nenagh, Tipperary",610.45,590.23,550.03,521.39,489.72,475.54,501.23,522.39,545.66,573.94,613.04,75149
"Thurles, Tipperary",517.57,531.88,521.8,545.58,519.24,528.5,521.16,521.33,546.81,571.55,593.91,1795
Waterford,673.93,631.21,590.49,570.97,556.98,538.3,534.88,555.92,576.68,626.73,686.82,38273
Waterford City,693.21,658.83,607.13,598.57,578.74,554.16,553.36,574.67,586.41,637.51,706.6,17939
"Dungarvan, Waterford",708.86,658.82,598.58,561.99,543,523.17,523.77,548.26,572.66,624.42,672.26,6875
Westmeath,659.82,615.94,574.21,541.22,523.07,519.73,529.1,564.93,602.79,634.82,693.32,5984
"Athlone, Westmeath",682.09,645.13,615.26,562.01,554.46,554.31,559.2,591.01,625.9,660.35,704.64,7475
"Mullingar, Westmeath",656.13,623.68,583.11,554.8,521.46,516.59,534.8,570.41,613.28,648.44,703.71,5148
Wexford,679.6,638.45,585,556.77,537.27,527.46,528.15,543.86,578.89,619.41,662.39,3141
"Clonard, Wexford",731.95,693.74,657.1,639.3,626.21,620.19,625.28,619.82,638.3,681.94,718.47,2307
"Enniscorthy, Wexford",654.67,610.6,561.2,528.13,509.3,496.26,496.24,514.39,543.45,558.59,589.88,1471
"Gorey, Wexford",698.13,653.12,583.27,557.48,550.63,546.95,545.71,578.44,629.9,690.46,742.08,3837
"New Ross, Wexford",625.89,598.52,551.17,523.23,482.24,486.1,492.24,491.8,512.02,544.02,582.86,4809
Wicklow,1048.83,971.58,874.71,814.5,786.2,799.88,857.65,908.39,960.55,1037.09,1120.26,2539
Wicklow Town,927.78,903.83,809.86,719.32,677.87,682.44,727.47,758.25,828.47,937.87,959.57,2724
"Arklow, Wicklow",829.01,776.84,703.4,672.49,647.65,616.19,620.42,648.24,708.33,783.87,886.47,5062
"Bray, Wicklow",1175.14,1076.74,965.38,923.29,903.71,927.51,1010.57,1080.9,1138.74,1227.99,1322.59,4043
"Greystones, Wicklow",1185.6,1077.21,982.8,951.78,953.65,984.96,1065.27,1145.05,1261.57,1338.53,1379.75,43562
Carlow,624,588.96,524.34,517.25,497.64,467.41,456.62,490.29,512.56,528.49,558.25,4096
Cavan,440.36,415.5,373,339.86,328.34,343.8,351.25,360.37,402.44,429.93,442.87,17328
Clare,550.68,491.89,425.51,388.21,377.26,371.09,375.63,393.19,414.63,446.37,486.19,4845
"Ennis, Clare",552.07,491.23,432.08,399.34,375.88,367.04,380.81,406.47,425.56,449.86,503.54,12483
Cork,714.33,671.15,606.48,572.6,573.13,580.26,599.8,636.88,690.49,745.99,787.77,5626
Cork City,752.44,710.15,639.59,611.21,613.51,626.94,645.44,681.72,746.12,808.17,855.6,6501
"Blackrock, Cork",813.44,759.27,714.93,676.89,622.11,666.84,686.81,728.72,835.87,881.2,902.6,2094
"Cobh, Cork",592.11,578.05,548.51,500.56,458.89,456.4,476.08,524.21,562.8,624.24,712.68,4407
"Kinsale, Cork",696.2,650.59,596.11,561.2,556.05,584.02,617.76,634.41,710.14,730.2,768.06,6045
"Mallow, Cork",565.16,530.89,491.36,469.79,441.64,448.01,454.47,474.56,501.56,524.34,582.13,2666
Donegal,467.14,415.61,386.1,364.36,357.52,341.99,345.97,360.74,383.44,401.24,427.25,3379
"Letterkenny, Donegal",477.66,438.63,390.35,357.56,357.23,339.15,353.68,370.43,400.7,420.56,450.56,3966
Dublin,1052.98,940.83,830.74,813.42,822.72,838.16,907.51,1003.12,1086.67,1186.42,1289.44,1729
"Balbriggan, Dublin",823.11,702.17,616.71,587.91,579.47,595.21,632.99,666.93,740.95,849.32,903.57,2237
"Blackrock, Dublin",1169.02,1032.49,934.9,910.97,922.16,966.47,1053.63,1152.42,1290.51,1342.14,1381.64,19745
"Donabate, Dublin",908.33,785.21,665.78,648.68,643.81,660.78,707.21,777.2,835.48,939.88,979.93,8134
"Dun Laoghaire, Dublin",1059.52,992.96,870.64,826.91,853.38,909.37,971.48,1026.31,1094.55,1218.37,1405.16,1996
"Lucan, Dublin",962.4,867.41,759.93,693.77,700.19,755.29,798.09,892.91,1004.94,1078.84,1102.67,6138
"Malahide, Dublin",1203.12,1049.85,924.39,927.62,938.52,924.19,1022.07,1112.97,1157.33,1263,1351.23,1345
"Monkstown, Dublin",1013.7,932.34,840.03,822.38,834.91,845.81,901.27,977.7,1045.19,1151,1174.41,5249
"Portmarnock, Dublin",1098.33,963.72,856.57,829.58,840.15,840.69,874.31,976.89,1062.78,1129.68,1208.87,2663
"Stillorgan, Dublin",1199.27,1076.14,960.63,919.19,924.02,945.46,1061.45,1160.37,1219.8,1289.94,1407.87,2354
"Swords, Dublin",991.53,886.57,752.09,732.97,746.37,772.66,817.12,900.35,972.34,1046.66,1117.9,10161
Dublin 1,1033.59,939.05,832.09,792.65,809.02,835.96,903.47,999.76,1087.98,1188.8,1290.02,2542
"I.F.S.C., Dublin 1",1175.35,1042.55,948.64,927.68,950.16,998.87,1078.04,1177.32,1288.25,1363.24,1444.27,5474
"Parnell Street, Dublin 1",1101.87,1019.32,885.05,835.25,821.21,862.54,952.64,1026.15,1082.78,1178.82,1251.51,2145
